category,line,selector,tokens,hits
"still-used","1239",".entity-state-node.kind-terminal","entity-state-node kind-terminal","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss"
"still-used","1244",".entity-state-marker","entity-state-marker","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss"
"still-used","1252",".entity-state-start-dot","entity-state-start-dot","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss"
"still-used","1256",".entity-state-end-dot-outer","entity-state-end-dot-outer","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss"
"still-used","1262",".entity-state-end-dot-outer::after","entity-state-end-dot-outer","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss"
"suspected-dead","1273",".entity-state-kind-editor","entity-state-kind-editor",""
"suspected-dead","1280",".entity-state-kind-head h5","entity-state-kind-head",""
"suspected-dead","1284",".entity-state-kind-list","entity-state-kind-list",""
"suspected-dead","1290",".entity-state-kind-row","entity-state-kind-row",""
"suspected-dead","1296",".entity-state-kind-name","entity-state-kind-name",""
"suspected-dead","1301",".entity-transition-list","entity-transition-list",""
"still-used","1306",".entity-transition-row","entity-transition-row","frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.html; frontend-angular/src/app/workbenches/component/entity-design/entity-design-workbench.component.scss"
"suspected-dead","1316",".entity-transition-arrow","entity-transition-arrow",""
"suspected-dead","1322",".entity-transition-actions","entity-transition-actions",""
"suspected-dead","1328",".entity-state-editor-actions","entity-state-editor-actions",""
"suspected-dead","1335",".transition-action","transition-action",""
"suspected-dead","1350",".transition-action:hover","transition-action",""
"suspected-dead","1355",".transition-action:disabled","transition-action",""
"suspected-dead","1361",".transition-action-delete:hover","transition-action-delete",""
"suspected-dead","1366",".procs-ov-list","procs-ov-list",""
"suspected-dead","1369",".proc-ov-item","proc-ov-item",""
"suspected-dead","1373",".proc-ov-hdr","proc-ov-hdr",""
"suspected-dead","1380",".proc-ov-hdr:hover","proc-ov-hdr",""
"suspected-dead","1381",".proc-ov-goto","proc-ov-goto",""
"suspected-dead","1382",".proc-ov-diag","proc-ov-diag",""
"suspected-dead","1387",".proc-ov-diag svg","proc-ov-diag",""
"suspected-dead","1388",".pf-wrap","pf-wrap",""
"suspected-dead","1400",".pf-se","pf-se",""
"suspected-dead","1411",".pf-arrow","pf-arrow",""
"suspected-dead","1420",".pf-col","pf-col",""
"suspected-dead","1429",".pf-task","pf-task",""
"suspected-dead","1443",".pf-task.pf-clickable","pf-task pf-clickable",""
"suspected-dead","1444",".pf-task.pf-clickable:hover","pf-task pf-clickable",""
"suspected-dead","1445",".pf-tn","pf-tn",""
"suspected-dead","1446",".pf-role-list","pf-role-list",""
"suspected-dead","1453",".pf-role-chip","pf-role-chip",""
"suspected-dead","1467",".pf-task-multi-role","pf-task-multi-role",""
"suspected-dead","1470",".pf-gateway, .ps-gateway","pf-gateway ps-gateway",""
"suspected-dead","1485",".pf-boundary","pf-boundary",""
"suspected-dead","1500",".pf-start, .pf-end","pf-start pf-end",""
"suspected-dead","1506",".pf-edge-label, .ps-edge-label","pf-edge-label ps-edge-label",""
"suspected-dead","1520",".pf-arrow","pf-arrow",""
"suspected-dead","1526",".pf-branch-list","pf-branch-list",""
"suspected-dead","1535",".pf-vline","pf-vline",""
"suspected-dead","1541",".pf-tags","pf-tags",""
"suspected-dead","1548",".pf-tag","pf-tag",""
"suspected-dead","1557",".pf-graph-wrap","pf-graph-wrap",""
"suspected-dead","1565",".pf-link-layer","pf-link-layer",""
"suspected-dead","1572",".pf-link","pf-link",""
"suspected-dead","1579",".pf-loop-link, .pf-return-link","pf-loop-link pf-return-link",""
"suspected-dead","1583",".pf-graph-wrap .pf-col","pf-graph-wrap pf-col",""
"suspected-dead","1588",".pf-graph-wrap .pf-boundary","pf-graph-wrap pf-boundary",""
"suspected-dead","1592",".pf-graph-wrap .pf-edge-label","pf-graph-wrap pf-edge-label",""
"suspected-dead","1596",".pf-wrap.pf-wrap-has-return","pf-wrap pf-wrap-has-return",""
"suspected-dead","1597",".pf-wrap","pf-wrap",""
"suspected-dead","1598",".pf-se","pf-se",""
"suspected-dead","1599",".pf-arrow","pf-arrow",""
"suspected-dead","1600",".pf-return-overlay","pf-return-overlay",""
"suspected-dead","1608",".pf-return-line","pf-return-line",""
"suspected-dead","1615",".zoom-controls","zoom-controls",""
"suspected-dead","1620",".zoom-btn","zoom-btn",""
"suspected-dead","1628",".zoom-reset-btn","zoom-reset-btn",""
"suspected-dead","1634",".zoom-btn:hover","zoom-btn",""
"still-used","1635",".diag-empty","diag-empty","frontend-angular/src/app/workbenches/process/editor/process-editor-workbench.component.html; frontend-angular/src/app/workbenches/process/flow/process-flow-workbench.component.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.scss"
"suspected-dead","1639",".edit-panel","edit-panel",""
"suspected-dead","1644",".edit-panel-title","edit-panel-title",""
"still-used","1650",".proc-view-toolbar","proc-view-toolbar","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"legacy-compat-selector","1664",".sb-count-group","sb-count-group",""
"legacy-compat-selector","1670",".sb-count-labeled","sb-count-labeled",""
"legacy-compat-selector","1677",".sb-count-labeled .sb-count-label","sb-count-labeled sb-count-label",""
"legacy-compat-selector","1682",".sb-count-labeled.entity-count","sb-count-labeled entity-count",""
"legacy-compat-selector","1686",".sb-count-labeled.task-count","sb-count-labeled task-count",""
"still-used","1690",".proc-view-toolbar-main","proc-view-toolbar-main","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","1696",".proc-view-actions","proc-view-actions","frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","1703",".toolbar-help","toolbar-help","frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"suspected-dead","1706",".workbench-subtab-shell","workbench-subtab-shell",""
"suspected-dead","1713",".workbench-subtab-actions","workbench-subtab-actions",""
"suspected-dead","1719",".panorama-edit-menu","panorama-edit-menu",""
"suspected-dead","1723",".panorama-edit-menu > summary","panorama-edit-menu",""
"suspected-dead","1728",".panorama-edit-menu > summary::-webkit-details-marker","panorama-edit-menu",""
"suspected-dead","1732",".panorama-edit-menu-list","panorama-edit-menu-list",""
"suspected-dead","1747",".panorama-edit-menu-list button","panorama-edit-menu-list",""
"suspected-dead","1760",".panorama-edit-menu-list button:hover","panorama-edit-menu-list",""
"suspected-dead","1765",".component-demo-scroll, .orchestration-demo-scroll","component-demo-scroll orchestration-demo-scroll",""
"still-used","1769",".demo-panel","demo-panel","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.scss"
"still-used","1772",".demo-panel-head","demo-panel-head","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html"
"still-used","1779",".demo-panel-head h3","demo-panel-head","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html"
"still-used","1782",".demo-count","demo-count","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html"
"still-used","1795",".demo-table th, .demo-table td","demo-table","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html"
"suspected-dead","1799",".demo-card-grid","demo-card-grid",""
"suspected-dead","1804",".demo-mini-card","demo-mini-card",""
"suspected-dead","1812",".demo-mini-card strong","demo-mini-card",""
"suspected-dead","1816",".demo-mini-card span","demo-mini-card",""
"suspected-dead","1820",".demo-mini-card em","demo-mini-card",""
"suspected-dead","1825",".demo-handoff","demo-handoff",""
"suspected-dead","1830",".demo-handoff > div","demo-handoff",""
"suspected-dead","1837",".demo-handoff h4","demo-handoff",""
"suspected-dead","1842",".demo-handoff span","demo-handoff",""
"suspected-dead","1852",".orchestration-panel .demo-flow","orchestration-panel demo-flow",""
"suspected-dead","1859",".demo-flow-node","demo-flow-node",""
"still-used","1871",".demo-flow-node.strong","demo-flow-node strong","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"suspected-dead","1876",".demo-flow-arrow","demo-flow-arrow",""
"still-used","1881",".view-toggle-group","view-toggle-group","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","1882",".vtb","vtb","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","1887",".vtb:not(:last-child)","vtb","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","1888",".vtb:hover","vtb","frontend-angular/src/app/workbenches/component/shell/component-workbench-shell.component.html; frontend-angular/src/app/workbenches/panorama/panorama-workbench.html; frontend-angular/src/app/workbenches/process/shell/process-workbench-shell.component.html"
"still-used","1889",".vtb.active","vtb active","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/shell/history/history-dialog.component.html; frontend-angular/src/app/core/shell/history/history-dialog.component.scss"
"still-used","1890","#tab-content","tab-content","frontend-angular/src/app/legacy-shell/legacy-shell.component.html"
"suspected-dead","1893",".proc-drawer, .entity-drawer, .stage-drawer","proc-drawer entity-drawer stage-drawer",""
"suspected-dead","1905",".entity-drawer","entity-drawer",""
"suspected-dead","1909",".stage-drawer","stage-drawer",""
"still-used","1913",".proc-drawer.open, .entity-drawer.open, .stage-drawer.open","proc-drawer open entity-drawer stage-drawer","frontend-angular/src/app/app.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.spec.ts; frontend-angular/src/app/core/collaboration/collaboration.service.ts"
